Source,Title,Topic_Name,Cleaned Text,Source Score,Strong Words Score,Neutrality Score,Reliability_Score,Reliability_Label,
The Times of India,"Congress holds protests against CAA, NRC in Bengaluru",caa-nrc,story photo representative purpose download time news app latest city news subscribe start daily morning time newspaper order protest citizenship amendment act caa national register citizen nrc continued hundred joining agitation called congress legislator former minister b z khan though protest date coincided prime minister presence city inaugurate session science congress held around pm pm hour departed new leader taken part protest rally held attended freedom fighter h gathering fighting today khan speech country chosen live die partition motherland urging prime minister withdraw caa pointing death protest speak nothing prime minister worried address worry questioning need prove citizenship khan minister took four month get certificate want ask prime minister shah certificate father grandfather get certificate first prove certificate need worry judiciary court protection organised protest unconstitutional act nrc central bjp government road constituency grateful masjid committee member leader organisation khan later made elaborate arrangement ensure untoward incident take place protest caused traffic chaos around road area,1,3,0.571593279001585,1,Reliable,
The Times of India,"TMC, CPM activists begin protests against CAA, NRC ahead of PM Narendra Modi's two-day Bengal visit",caa-nrc,story pm pm visit west file photo download time news app latest news subscribe start daily morning time newspaper order ruling congress student wing well left front activist begun protest separately amended citizenship act various part west ahead prime minister visit state starting congress student wing began caa nrc national population register rani road supremo west chief minister scheduled spend hour agitator scheduled meet pm pm left front activist staged protest new citizenship law various part north pm pm visit come time west witnessing widespread protest contentious citizenship front activist carrying placard back written took rally area kilometre airport pm pm land upon arrival city continue protest unless act withdrawn want come vitiate atmosphere state protester organisation political civil planned protest rally across city amendment act caa national register citizen nrc visit pm pm attend celebration port trust hold meeting chief minister attending scheduled programme prime minister hold meeting raj meeting assumes significance new citizenship law emerged latest flashpoint state congress opposing contentious legislation tooth nail bjp pressing prime minister dedicate nation four refurbished heritage building old currency building belvedere house house victoria memorial culture ministry renovated iconic gallery refurbished new exhibition curating old participate celebration port trust prime minister chief minister share dais programme indoor stadium west governor prime minister likely stay headquarters mission west administration made elaborate security arrangement worker student organisation scheduled hold protest across city citizenship amendment act caa proposed countrywide national register citizen,1,3,0.047915931189537,0.873793103448276,Reliable,
The Times of India,"Opposition parties seek withdrawal of CAA, stop of NRC-NPR work",caa-nrc,download time news app latest news subscribe start daily morning time newspaper order new accusing government polarising politics several opposition party sought intensify protest republic day observed across country reading constitution challenge government effort undermine foundational citizenship amendment act national population register national register citizen inimical vulnerable section society opposition demanded withdrawal caa immediate stoppage nationwide asked opposition chief minister dump deliberation however attended important party like congress party member new ally shiv making affair participant laboured point party came together larger cause pinprick concern attack follows congress working committee resolution oppose ground objective suspect launched government added query like date place birth parent government collect socioeconomic information help centre state frame welfare policy chief minister announced implement nrc state must consider suspend enumeration prelude nrc joint statement opposition leader birth anniversary mahatma day martyrdom celebrated gusto highlight communal amity opposition axis called regime blatant bid create religious call tap three important day nationalism calendar within republic day week intended differentiate opposition celebration reflecting political social split president accused government misleading people caa nrc unleashing unprecedented turmoil country reign oppression spreading hatred trying divide people along sectarian line nation watched horror assault coming soon happened university amu institution higher learning part country addressing opposition gathering castigated centre failing steer country economic morass pm pm home minister answer want divert nation attention grim reality raising one divisive polarising issue another chief left leader raja leader cm chief party head national conference besides congress veteran former pm pm among attended meeting,1,2,0.041549948005174,0.66551724137931,Reliable,
The Times of India,"Bid to raise CAA, NPR, NRC issues being scuttled in Parliament: Congress",caa-nrc,download time news app latest news subscribe start daily morning time newspaper order new congress hit government caa nrc alleging issue allowed debated parliament effort regard scuttled undemocratic congress spokesperson trained gun chief minister yogi making certain statement alleged inciting people indulge violence prime minister apologise minister made statement provocative incendiary abusive yesterday chief minister made statement unacceptable talking shooting people sending people getting people killed demanded apology ruling party bjp prime minister never chief minister make remark history opposition almost opposition party including sp gave notice rule adjourn business discus citizenship amendment act caa national population register national register citizen nrc last two month whole country road since citizenship bill became act done earlier question simple government detail date birth father asked government present issue u feel issue former chief minister government deliberately divert attention failure deliver promise adding keep giving u toy keep u busy discussion parliament happening country last seven week would held asked allowed raise issue wanted raise congress leader alleged violence orchestrated government arrogant insensitive parliament highest forum discussion debate opposition allowed even mention notice submitted country get know opposition asked chair disallowing adjournment notice due respect chair tell opposition speak speak notice given rule right know rule matter raised everything could put one box motion thanks government sponsored deeply disturbing bjp charge congress supporting protest hearing first time congress party long history democratic protest struggle serving country surely need patronising sermon wherever coming need certification credential national inclusive democratic party belief liberal secular tolerant upholds constitution,1,1,0.57576155535856,0.587586206896552,Not Reliable,
The Times of India,Congress confusing CAA with NRC to mislead minorities: BJP,caa-nrc,story bjp state president file photo download time news app latest news subscribe start daily morning time newspaper order calling opposition irresponsible childish bjp accused congress misleading minority confusing citizenship amendment act national register citizen describing landmark year bjp government centre made many achievement party state president caa among historic step taken party year caa nothing nrc opposition party irresponsible childish clubbing two bid confuse minority told reporter shrinking population religious minority indication harassed lot whereas size minority population grown manifold since independence indicating safe caa would take away citizenship right anyone congress spreading lie caa meant give citizenship religious minority sought refuge due persecution land keeping central philosophy treating religion equally opposition asking left caa want invite majority come live country asked congress stop misinformation campaign caa,1,2,0.550162349786847,0.788275862068966,Reliable,
The Times of India,Kapil Sibal's claim on CAA evokes sharp response from Amit Shah in Rajya Sabha,caa-nrc,caa download time news app latest news subscribe start daily morning time newspaper order new union home minister shah senior congress leader engaged heated exchange citizenship amendment act debate riot replying debate shah stated hate speech started soon caa passed accused opposition misleading spreading misinformation citizenship taken away caa fear instilled heart minority especially heart brother sister across country caa take away citizenship shah responded saying one saying caa take away anyone citizenship response led sharp reaction treasury bench shah reacted strongly remark could cite several speech congress leader caa would take away citizenship exchange two side went say problem specifically additional question put people give satisfactory response question would marked doubtful process shah strongly denied claim made categorical statement one would marked doubtful process document would sought union home minister false propaganda spread citizenship amendment act caa create sense fear among minority community people would like tell brother sister false propaganda spread issue caa act take anyone citizenship give citizenship shah replying debate menacing violence initiating debate recent law order situation part alleged national capital burning prime minister silent matter hour police machinery busy destroying evidence supporting violence towards shah present upper house asked fir registered delivered hate speech incited communal violence anything protect cow human being need bring another article ensure protection human being referring provision constitution cow video mark citizen shah,1,1,0.462933946920447,0.56,Not Reliable,
The Times of India,"Officially say no to CAA, NRC in Congress-ruled states: Prashant Kishor to Rahul Gandhi",caa-nrc,story thanks joining citizen movement know beyond public protest rather trying inform congress please share official statement congress download time news app latest news subscribe start daily morning time newspaper order new poll strategist asked impress upon congress officially announce citizenship amendment act caa national register citizen nrc implemented state ruled vice president thanked former congress president joining citizen movement caa nrc reference congress protest raj ghat thanks joining citizen movement caa nrc know beyond public protest need state say nrc stop hope impress upon cp congress party officially announce nrc state tweeted rather trying inform congress chief minister please share official statement congress president announcing nrc state exuded confidence nrc home minister shah promised parliament stopped state refuse implement sorry voting cab stop state saying nrc get confused leader staunchly opposing caa even introduced parliament even went offer resignation functionary difference party suggested protest caa nrc carried peacefully across nation urged protester ensure chief minister country refuse carry nrc party ruled state including vowed implement nrc state,1,3,0.053826293904472,0.875172413793103,Reliable,
The Times of India,"In Rajasthan rally, Rahul Gandhi slams PM on jobs, but skirts CAA",caa-nrc,congress leader rally download time news app latest news subscribe start daily morning time newspaper order congress mp accused pm pm destroying image scaring away investor urged youth let voice rally however refrained speaking directly caa lashed government failing generate job youth coming heavily government promise creating crore job every year claimed crore people lost job past year alone crore job six year asked give long speech caa nrc prefers remain silent unemployment growth rate tenure stood fallen according new parameter calculating gross domestic product calculate per earlier parameter around youth let voice suppressed former congress chief encouraged ask question employment country future known country peace harmony often cited contrast image tarnished businessmen wary investing claimed pm pm destroyed reputation world today known rape capital talk youth raise question unemployment ask destroyed image answered bullet suppressed growth rate tenure stood fallen according new parameter calculating,1,3,0.051575319286021,0.87448275862069,Reliable,
The Times of India,"Amit Shah attacks Congress, brands opponents of CAA ‘anti-Dalit’",caa-nrc,download time news app latest news subscribe start daily morning time newspaper order union home minister shah dubbed opposing citizenship amendment act sought assuage fear saying caa including people excluding anyone public meeting town part bjp nationwide shah since refugee community opposing want ask protester benefit derive protesting poor nothing worry act clearly grant citizenship potshot congress leader several time challenge prove caa take away citizenship please read act completely find anything take away citizenship union parliamentary affair minister ready debate justifying caa implementation population country like dwindled meagre baba explain happened people shah asked adding thankful prime minister fulfilling grandfather dream originally mooted idea caa actually turned dream reality adding even mahatma wished according citizenship minority neighbouring slammed congress opposition party saying always national issue like caa abrogation article construction ram speaking language like pm pm khan asking proof surgical strike carried air force police action protester shah important punish people allegedly raised slogan year ago slogan chanted punish people chief minister attended meeting told gathering work together leadership shah strengthen party booth level give priority irrigation interest farmer working people definitely get support next election,1,2,0.440076060871212,0.761379310344828,Reliable,
The Times of India,"Visit Shaheen Bagh, listen to concerns on CAA, NRC over tea: Protesters to PM",caa-nrc,woman writes message postcard addressed pm pm credit download time news app latest news subscribe start daily morning time newspaper order new several protestors shaheen bagh written prime minister inviting join tea listen concern contentious citizenship amendment act national register citizen nrc protester continuing month want prime minister make effort coming addressing issue come meet u yet asked protestor wrote pm pm urging rollback caa implement invited prime minister join cup tea address concern banner displaying map put site slogan people accept caa nrc several hawker seen daily selling tricolour protest site claimed far sold medium big police appealed agitator unblock bagh stretch resident senior citizen emergency patient child suffering due matter come high court urge protester cooperate clear road larger public interest police statement however protestors refused budge unless government discard caa nrc protester leave place unless demand met want representative government visit protesting woman going move unless prime minister home minister address concern caa nrc,1,3,0.04835498938279,0.873793103448276,Reliable,
The Times of India,NRC-CAA move likely to stoke a statistical collapse,caa-nrc,government attempt catch infiltrator national register citizen nrc citizenship amendment act caa created communal poison social harmony vital economic progress bashed unexpected consequence black hole statistic making guesswork statistic dry vital reveal got progress statistical fog render data dubious identify going right wrong correct failure protest nrc caa suddenly made data collection impossible state census could become fiasco along nrc national population register census exercise done simultaneously never problem earlier today fear losing citizenship many refuse answer question even beat surveyor caa nrc controversial census citizen easily distinguish survey suspect official national sample survey organisation asking question social issue attacked villager fearing linked way nrc west enumerator struggling collect data education sanitation employment harassment villager rising fast entire survey may called first time since independence growing web mistrust acrimony mean need police protection even given citizen lie refuse answer question rendering survey useless minimal level trust citizen government essential decent governance fast disappearing shaheen bagh woman protesting peacefully caa nrc wear headband saying love wave national flag sing national anthem pledging protect equality guaranteed constitution power wrecking yet bjp stalwart calling protester terrorist gang wanting break communal falsehood destroy little trust remains citizen state wrecking justice economy statistical system critic say surveyor visit village instead fill questionnaire sitting coffee shop worsen dramatically surveyor beaten suspicious crowd several state west refused implement one among caa nrc bjp offered drop question birthplace parent assuage people fear say nrc yet decided since shah vowed hold one many sure come determined sabotage bjp seek vote promising throw termite nrc asked people produce document proving whopping million failed produce document million million million clearly exercise uncovered undocumented illegals caa offer naturalisation rendered stateless put detention camp projecting experience national nrc would cost r crore trap million people including million putting detention camp would human right scandal ten time worse china detention one million name mud face global sanction collateral damage include statistical wreckage recently statistic slated implausibility fudging former chief economic advisor think overstated maybe percentage point latest periodic labour force survey showed unemployment tripling government delayed report dismissed flawed survey showed catastrophic fall consumption per caput implying sharp rise poverty despite miracle growth suppressed dismissed flawed restore credibility accuracy new statistical committee respected economist sen asked revamp entire statistical system communal polarisation mean surveyor beaten citizen stop answering question state government refuse implement survey sen helpless hopefully supreme court strike caa ending sorry chapter history,1,1,0.000262244847179,0.448275862068966,Not Reliable,
The Times of India,"States challenging the CAA, NRC and NPR: A direct assault on the federal structure of India",caa-nrc,passing citizenship amendment act proposed national register citizen nrc along national population register citizenship rule drawn lot protest street landed door supreme court surprising among dissent towards subject state government ruled opposite political party notably state assembly west passed resolution caa nrc wherein let law passed parliament implemented respective state furthermore state filed suit supreme court article constitution posturing state serious consequence federal structure polity leaf dangerous precedent unity integrity nature federalism envisaged constitution perfect federation article constitution describes union state meaning thereby union comprising various state integral part union destructible various article constitution clearly seen power dynamic skewed overwhelmingly towards union challenge state article article constitution deal original jurisdiction supreme court deal dispute government one state article two requirement first dispute government one state second dispute involves question whether law fact existence extent legal right depends past state v union supreme court held dispute involve idea private citizen firm corporation figuring disputant either alone even along state government case held dispute political character involving legal right around petitioner individual political party religious organization etc already filed writ petition article right constitutional remedy alleged violation fundamental right caa nrc supreme court issued notice state ruled different political party centre since issue raised suit article raised writ petition filed article overwhelming political overtone suit ruled need specifically highlighted state government complaint violation fundamental right like individual take recourse article article constitution technically state violate fundamental right issue writ petition exactly raised state suit article party involved former state political party individual therefore seen successful resolution dispute proper necessary party government individual well thus suit state fall short mandate article issue challenge central law article received conflicting opinion supreme court state v union another apex court stated central law challenged high court article supreme court article article invoked challenge central law state v state another supreme court accept contention constitutionality law could challenged article difference opinion two coordinate bench apex court matter referred larger bench consideration article constitution seems absurd constitution article provides state government fails comply directive union exercise executive power constitution president could hold situation arisen government state carried accordance provision constitution state government openly defy union government challenge union law supreme court acknowledging fact failed comply union law situation arisen wherein government state carried term constitution similar case state assembly passing resolution implement caa nrc furthermore article union government duty bound protect every state external aggression internal disturbance ensure government every state carried accordance provision constitution article extreme situation warrant imposition state emergency well government state carried accordance provision constitution therefore constitution provides union government measure ensure state government work accordance provision constitution check balance within constitution important understand highlight founding father constitution thought mechanism represent aspiration state council state member parliament mp elected member legislative assembly state represent bill become law without passed well state resenting union law forum let bill become law voting constitution clearly mandated territory respective government make law issue citizenship clearly fall within domain union government state government business challenging law supreme court guise dispute allowed possibly wreck havoc unique federal system would leave extremely dangerous precedent wherein state government could challenge law union list create constitutional breakdown leading paralysis governance cooperative federalism need hour successful functioning union strengthen spirit constitution,1,2,0.054946353127874,0.668275862068966,Reliable,
The Times of India,"154 prominent citizens write to President in support of CAA, NPR, NRC",caa-nrc,download time news app latest news subscribe start daily morning time newspaper order new many prominent citizen including former judge bureaucrat armed force officer academician false motivated campaign launched caa nrc sinister design harm nation sought action letter president ram citizen urged central government look ongoing protest seriousness safeguard democratic institution country take stern action people behind citizen including former judge different high court retired officer former foreign service officer retired former lieutenant general fear spread across length breadth appears motivated sinister design harm campaign carried coordinated manner leading violent protest public private property citizen false nefarious narrative recently enacted like citizenship amendment act caa idea national population register national register citizen nrc caa enacted idea nrc part discourse since independence remains implemented protest grave security implication bode well motherland protest ostensibly claiming oppose policy government effect designed destroy fabric country harm nation unity integrity citizen claimed strongly feel external dimension disturbance caa member christian community come till facing religious persecution treated illegal immigrant given carried along house listing phase census exercise prime minister home minister shah recently government yet taken decision implementing video prominent citizen write president ram support caa nrc,1,2,0.043114504539404,0.66551724137931,Reliable,
The Times of India,CAA-NRC-NPR ‘chronology’ will make people spend lifetime securing papers: Yechury,caa-nrc,download time news app latest news subscribe start daily morning time newspaper order new protest woman shaheen bagh like noncooperation movement launched mahatma rule shaheen bagh symbol protest former mp like noncooperation movement emerged new method protesting without violating law breaking rule day woman protestors demanded repeal caa law roll back nrc even supreme senior lawyer former continued conversation protesting woman shaheen bagh chief reiterated need government scrap controversial caa pull back nrc altered dig chronology government announcement contentious law three endanger status majority people contended instead securing people life fact compel spend lifetime securing paper chronology method endanger status majority people instead securing life spend lifetime securing paper govt must stop repeal caa left leader referred study conducted laureate institute established high risk harassment genuine poor marginalised section terming paper false document report compiled survey household found ration card cancelled part filtering process three year ago actually genuine household devised harassment quoting report,1,2,0.004456336061579,0.656551724137931,Reliable,
The Times of India,"Rajinikanth: CAA, NRC and NPR; Rajinikanth listens to Muslim leaders, ‘offers his support to help peace return’",caa-nrc,representative call actor residence read download time news app latest city news subscribe start daily morning time newspaper order representative called actor garden residence explained impact citizenship amendment act caa national register citizen nrc national population register meeting took place backdrop offering lead protest single affected caa actor maintained centre unlikely withdraw soon spoke medium last time felt fully aware impact caa nrc many people including woman graduate elder holding protest caa across country thought understand issue behind move angle sent word willing come person explain needed sent word inviting u meet returned city president p told received u dignified manner freewheeling discussion meeting lasted one hour minute explained whole issue listened u eagerly end meeting fully understood problem offered support might help peace return delegation presented compilation quote various political leader educationist article written caa nrc even speech prime minister inside outside parliament government repeatedly mentioned implementing nrc,1,3,0.001845564631296,0.862758620689655,Reliable,
The Times of India,"JNU students protest against CAA, NRC at Jantar Mantar",caa-nrc,university student union president black clothes student protest read download time news app latest city news subscribe start daily morning time newspaper order new around student university gathered protest caa nrc protester demanding release imam arrested sedition charge last month dr khan booked national security act speech protest university protest led president moon nowadays hate speech celebrated country ruling party minister used word action taken hand someone specifically say issue citizenship amendment act national register citizen national population register targeted sedition case slapped carrying placard different slogan including read caa communal khan imam,1,2,0.046740476066554,0.666206896551724,Reliable,
The Times of India,"caa/nrc: CAA-NRC: Ludhiana to have Shaheen Bagh-like protests, says Shahi Imam Punjab",caa-nrc,white beard download time news app latest city news subscribe start daily morning time newspaper order set shaheen protest protester decided hold daily demonstration black law caa nrc announced imam holding meeting member various community masjid medium person meeting imam chosen protest site memorial dr architect constitution agitation save added protest save self respect chronology daily protest head priest day protest would start prayer various religion added member community would participate protest inviting join agitation request come forward fight together conspiracy constitution imam organizer protest would start end pm pm daily member various group address woman men protester site protest added mother sister daughter various area city would participate protest launching agitation caa nrc union government bringing part conspiracy divide people basis religion sect people witness fact fought together important start protest pattern shaheen bagh first decree unity complete freedom given shah imam,1,3,0.002434963364258,0.862758620689655,Reliable,
The Times of India,"Telangana News: Telangana assembly adopts resolution against CAA, NPR, NRC",caa-nrc,representative image download time news app latest city news subscribe start daily morning time newspaper order state legislative assembly passed resolution caa nrc urged government come law new format acceptable resolution introduced chief minister k state assembly urged central government amend citizenship amendment act remove reference religion foreign country abrogate caa cm caa must understood combination first step towards nrc cm nrc may result exclusion large number people government urge central government take necessary step safeguard people exercise central government take confidence section people opposing caa nrc bluntly full understanding divisive politics dividing country chief minister honour secular tolerant image stake global level due caa nrc fact future country stake became eighth state pas resolution caa nrc west resolution supported congress mim member opposed lone bjp member raja mim misleading people floor leader passing resolution alone enough government issue government order remove couple contentious question mainly date place birth parent either write centre remove question pas order state remove question exercise floor leader thanked cm government taking stand caa nrc interest nation urged pas go stopping house listing data collection activity part scheduled start earlier crore people like birth certificate ca produce certificate parent opposed move carry national population register new set chief minister centre move triggered nationwide protest created doubt real intention conduct intolerant thinking good country country ca accept ministry home affair report stated first step preparation national register citizen nrc one ready trust centre nrc speaking truth union home minister report caa went principle constitution section people isolated act constitution permit people projecting caa nrc issue people realise problem entire country poor weaker section nomadic tribe large section society documentary evidence prove date place birth chief minister voiced concern growing trend dubbing anyone agent traitor raising voice caa nrc call assembly traitor passing resolution minister went extent raising slogan like kind language civilized society like ca tolerate nuisance chief minister wondered government elected voter say voter identity card accepted proof citizenship saying driving license work work ration card work even passport work work asked stating stand centre far national security concerned nobody move check infiltration nothing done creates problem country centre called party expert discus issue related national security move forward evolving consensus chief minister recalled earlier experiment issue national identity card failed government admitted pilot project issue multipurpose national identity card failed process found cumbersome document base weak rural area,1,2,0.206394707928524,0.704827586206897,Reliable,
